Processing_Date,Train_MSE,Train_RMSE,Train_R2,Test_MSE,Test_RMSE,Test_R2,Average_House_Price
2024-08-05 00:17:01,772198334.3067437,27788.456853642372,0.8763262128816207,1077066272.4197638,32818.68785341309,0.8432700518700358,181040.62404870623
